,Instrument,Date,Earnings Per Share - Actual
11564,PFG.OQ,2019-10-24 16:15:00,1.23
11565,PFG.OQ,2019-07-25 16:15:00,1.52
11566,PFG.OQ,2019-04-25 16:15:00,1.43
11567,PFG.OQ,2019-01-29 16:15:00,1.11
11568,PFG.OQ,2018-10-25 16:15:00,1.67
11569,PFG.OQ,2018-07-26 16:15:00,1.35
11570,PFG.OQ,2018-04-26 16:15:00,1.4
11571,PFG.OQ,2018-01-29 16:15:00,1.19
11572,PFG.OQ,2017-10-26 16:15:00,1.28
11573,PFG.OQ,2017-07-27 16:15:00,1.31
11574,PFG.OQ,2017-04-27 16:15:00,1.27
11575,PFG.OQ,2017-01-30 16:15:00,1.27
11576,PFG.OQ,2016-10-27 16:15:00,1.15
11577,PFG.OQ,2016-07-28 16:15:00,1.15
11578,PFG.OQ,2016-04-28 16:15:00,0.97
11579,PFG.OQ,2016-02-01 16:15:00,1.02
11580,PFG.OQ,2015-10-22 16:15:00,1.06
11581,PFG.OQ,2015-07-23 16:01:00,1.09
11582,PFG.OQ,2015-04-23 16:01:00,1.09
11583,PFG.OQ,2015-01-29 16:01:00,1.09
11584,PFG.OQ,2014-10-23 16:01:00,1.19
11585,PFG.OQ,2014-07-24 16:00:00,1.08
11586,PFG.OQ,2014-04-24 16:00:00,1.06
11587,PFG.OQ,2014-02-03 16:00:00,0.96
11588,PFG.OQ,2013-10-24 16:00:00,0.9
11589,PFG.OQ,2013-07-25 16:00:00,0.91
11590,PFG.OQ,2013-04-25 16:00:00,0.79
11591,PFG.OQ,2013-01-31 16:00:00,0.82
11592,PG.N,2024-04-19 06:55:00,1.52
11593,PG.N,2024-01-23 06:55:00,1.84
11594,PG.N,2023-10-18 06:59:00,1.83
11595,PG.N,2023-07-28 06:55:00,1.37
11596,PG.N,2023-04-21 06:55:00,1.37
11597,PG.N,2023-01-19 06:55:00,1.59
11598,PG.N,2022-10-19 06:55:00,1.57
11599,PG.N,2022-07-29 06:55:00,1.21
11600,PG.N,2022-04-20 06:58:00,1.33
11601,PG.N,2022-01-19 06:58:00,1.66
11602,PG.N,2021-10-19 07:00:00,1.61
11603,PG.N,2021-07-30 06:59:00,1.13
11604,PG.N,2021-04-20 07:03:00,1.26
11605,PG.N,2021-01-20 07:00:00,1.64
11606,PG.N,2020-10-20 07:00:00,1.63
11607,PG.N,2020-07-30 07:00:00,1.16
11608,PG.N,2020-04-17 07:00:00,1.17
11609,PG.N,2020-01-23 07:00:00,1.42
11610,PG.N,2019-10-22 07:04:00,1.37
11611,PG.N,2019-07-30 06:55:00,1.1
11612,PG.N,2019-04-23 07:00:00,1.06
11613,PG.N,2019-01-23 07:00:00,1.25
11614,PG.N,2018-10-19 07:00:00,1.12
11615,PG.N,2018-07-31 07:00:00,0.94
11616,PG.N,2018-04-19 07:01:00,1.0
11617,PG.N,2018-01-23 07:09:00,1.19
11618,PG.N,2017-10-20 07:00:00,1.09
11619,PG.N,2017-07-27 07:00:00,0.85
11620,PG.N,2017-04-26 07:00:00,0.96
11621,PG.N,2017-01-20 07:00:00,1.08
11622,PG.N,2016-10-25 07:00:00,1.03
11623,PG.N,2016-08-02 07:00:00,0.79
11624,PG.N,2016-04-26 07:00:00,0.86
11625,PG.N,2016-01-26 07:00:00,1.04
11626,PG.N,2015-10-23 07:00:00,0.98
11627,PG.N,2015-07-30 07:00:00,1.0
11628,PG.N,2015-04-23 06:55:00,0.92
11629,PG.N,2015-01-27 07:01:00,1.06
11630,PG.N,2014-10-24 07:00:00,1.07
11631,PG.N,2014-08-01 07:00:00,0.95
11632,PG.N,2014-04-23 07:00:00,1.04
11633,PG.N,2014-01-24 07:00:00,1.21
11634,PG.N,2013-10-25 07:00:00,1.05
11635,PG.N,2013-08-01 07:00:00,0.79
11636,PG.N,2013-04-24 07:00:00,0.99
11637,PG.N,2013-01-25 07:01:00,1.22
11638,PGR.N,2024-07-16 08:16:00,2.65
11639,PGR.N,2024-04-12 08:16:00,3.73
11640,PGR.N,2024-01-24 08:01:00,2.97
11641,PGR.N,2023-10-13 08:18:00,2.09
11642,PGR.N,2023-07-13 08:17:00,0.4
11643,PGR.N,2023-04-13 08:21:00,0.65
11644,PGR.N,2023-01-25 08:21:00,1.52
11645,PGR.N,2022-10-13 09:02:00,0.49
11646,PGR.N,2022-07-15 08:17:00,1.07
11647,PGR.N,2022-05-02 10:16:00,1.1
11648,PGR.N,2022-01-26 08:22:00,0.9
11649,PGR.N,2021-10-14 08:14:00,0.14
11650,PGR.N,2021-07-15 08:10:00,0.72
11651,PGR.N,2021-04-15 08:16:00,1.72
11652,PGR.N,2021-01-27 08:32:00,1.83
11653,PGR.N,2020-10-14 08:15:00,1.89
11654,PGR.N,2020-07-15 09:31:00,1.84
11655,PGR.N,2020-04-15 08:34:00,1.91
11656,PGR.N,2020-01-29 11:08:00,1.18
11657,PGR.N,2019-10-16 08:35:00,1.33
11658,PGR.N,2019-07-17 08:10:00,1.42
11659,PGR.N,2019-04-16 08:21:00,1.33
11660,PGR.N,2019-01-23 08:32:00,1.24
11661,PGR.N,2018-10-16 10:05:00,1.33
11662,PGR.N,2018-07-17 08:38:00,1.15
11663,PGR.N,2018-04-17 08:46:00,1.29
11664,PGR.N,2018-01-24 08:42:00,0.82
11665,PGR.N,2017-10-17 08:29:00,0.41
11666,PGR.N,2017-07-18 08:01:00,0.59
11667,PGR.N,2017-04-18 08:30:00,0.67
11668,PGR.N,2017-01-25 08:33:00,0.63
11669,PGR.N,2016-10-13 08:26:00,0.36
11670,PGR.N,2016-07-14 08:23:00,0.29
11671,PGR.N,2016-04-14 08:35:00,0.42
11672,PGR.N,2016-01-27 08:23:00,0.53
11673,PGR.N,2015-10-16 08:35:00,0.49
11674,PGR.N,2015-07-17 08:55:00,0.53
11675,PGR.N,2015-04-15 09:03:00,0.46
11676,PGR.N,2015-01-28 08:52:00,0.6
11677,PGR.N,2014-10-10 08:09:00,0.46
11678,PGR.N,2014-07-10 08:14:00,0.45
11679,PGR.N,2014-04-09 08:42:00,0.41
11680,PGR.N,2014-01-22 08:40:00,0.41
11681,PGR.N,2013-10-09 12:12:00,0.36
11682,PGR.N,2013-07-11 08:41:00,0.39
11683,PGR.N,2013-04-10 08:43:00,0.42
11684,PH.N,2024-05-02 09:28:00,6.51
11685,PH.N,2024-02-01 07:30:00,6.15
11686,PH.N,2023-11-02 07:30:00,5.96
11687,PH.N,2023-08-03 08:10:00,6.08
11688,PH.N,2023-05-04 07:30:00,5.93
11689,PH.N,2023-02-02 07:30:00,4.76
11690,PH.N,2022-11-03 07:30:00,4.74
11691,PH.N,2022-08-04 07:30:00,5.16
11692,PH.N,2022-05-05 07:30:00,4.83
11693,PH.N,2022-02-03 07:30:00,4.46
11694,PH.N,2021-11-04 07:30:00,4.26
11695,PH.N,2021-08-05 07:30:00,4.38
11696,PH.N,2021-04-29 08:34:00,4.11
11697,PH.N,2021-02-04 07:30:00,3.44
11698,PH.N,2020-11-05 07:30:00,3.07
11699,PH.N,2020-08-06 07:30:00,2.55
11700,PH.N,2020-04-30 07:30:00,2.92
11701,PH.N,2020-01-30 07:30:00,2.54
11702,PH.N,2019-10-31 07:30:00,2.76
11703,PH.N,2019-08-01 07:30:00,3.31
11704,PH.N,2019-05-02 07:30:00,3.17
11705,PH.N,2019-01-31 07:30:00,2.51
11706,PH.N,2018-11-01 07:30:00,2.84
11707,PH.N,2018-08-02 07:30:00,3.22
11708,PH.N,2018-04-26 07:30:00,2.8
11709,PH.N,2018-02-01 10:02:00,2.15
11710,PH.N,2017-11-02 07:30:00,2.12
11711,PH.N,2017-08-03 07:30:00,2.45
11712,PH.N,2017-04-27 07:30:00,2.11
11713,PH.N,2017-02-02 07:57:00,1.91
11714,PH.N,2016-10-21 07:30:00,1.61
11715,PH.N,2016-08-04 07:30:00,1.9
11716,PH.N,2016-04-26 07:30:00,1.51
11717,PH.N,2016-01-26 07:30:00,1.52
11718,PH.N,2015-10-22 07:30:00,1.52
11719,PH.N,2015-08-04 07:30:00,1.43
11720,PH.N,2015-04-28 07:30:00,2.06
11721,PH.N,2015-01-27 07:30:00,1.84
11722,PH.N,2014-10-28 07:30:00,1.85
11723,PH.N,2014-08-06 07:30:00,1.98
11724,PH.N,2014-04-29 07:30:00,1.6
11725,PH.N,2014-01-22 07:30:00,1.24
11726,PH.N,2013-10-18 07:30:00,1.61
11727,PH.N,2013-08-06 07:30:00,1.78
11728,PH.N,2013-04-25 07:30:00,1.68
11729,PH.N,2013-01-18 07:30:00,1.19
11730,PHM.N,2024-04-23 06:30:00,2.96
11731,PHM.N,2024-01-30 06:30:00,3.28
11732,PHM.N,2023-10-24 06:30:00,2.91
11733,PHM.N,2023-07-25 06:30:00,3.0
11734,PHM.N,2023-04-25 06:30:00,2.35
11735,PHM.N,2023-01-31 06:30:00,3.63
11736,PHM.N,2022-10-25 06:30:00,2.69
11737,PHM.N,2022-07-26 06:30:00,2.73
11738,PHM.N,2022-04-28 06:30:00,1.83
11739,PHM.N,2022-02-01 06:30:00,2.51
11740,PHM.N,2021-10-26 06:30:00,1.82
11741,PHM.N,2021-07-27 06:30:00,1.72
11742,PHM.N,2021-04-27 06:42:00,1.28
11743,PHM.N,2021-01-28 06:30:00,1.62
11744,PHM.N,2020-10-22 06:30:00,1.34
11745,PHM.N,2020-07-23 06:30:00,1.15
11746,PHM.N,2020-04-23 06:30:00,0.74
11747,PHM.N,2020-01-28 06:30:00,1.14
11748,PHM.N,2019-10-22 06:30:00,1.01
11749,PHM.N,2019-07-23 06:30:00,0.86
11750,PHM.N,2019-04-23 06:30:00,0.59
11751,PHM.N,2019-01-29 06:30:00,1.11
11752,PHM.N,2018-10-23 06:30:00,1.01
11753,PHM.N,2018-07-26 06:56:00,1.06
11754,PHM.N,2018-04-24 06:30:00,0.59
11755,PHM.N,2018-01-30 06:49:00,0.88
11756,PHM.N,2017-10-24 06:30:00,0.58
11757,PHM.N,2017-07-25 06:30:00,0.47
11758,PHM.N,2017-04-25 06:30:00,0.31
11759,PHM.N,2017-01-26 06:30:00,0.67
11760,PHM.N,2016-10-20 06:30:00,0.43
11761,PHM.N,2016-07-21 06:30:00,0.37
11762,PHM.N,2016-04-21 06:30:00,0.24
11763,PHM.N,2016-01-28 06:31:00,0.64
11764,PHM.N,2015-10-22 06:30:00,0.33
11765,PHM.N,2015-07-23 06:30:00,0.28
11766,PHM.N,2015-04-23 06:30:00,0.15
11767,PHM.N,2015-01-29 06:30:00,0.43
11768,PHM.N,2014-10-23 06:40:00,0.37
11769,PHM.N,2014-07-24 06:48:00,0.25
11770,PHM.N,2014-04-24 06:30:00,0.19
11771,PHM.N,2014-01-30 06:30:00,0.57
11772,PHM.N,2013-10-24 06:30:00,0.45
11773,PHM.N,2013-07-25 06:30:00,0.26
11774,PHM.N,2013-04-25 06:30:00,0.21
11775,PHM.N,2013-01-31 06:30:00,0.34
11776,PLD.N,2024-07-17 08:00:00,0.92
11777,PLD.N,2024-04-17 08:03:00,0.63
11778,PLD.N,2024-01-17 08:00:00,0.68
11779,PLD.N,2023-10-17 08:05:00,0.8
11780,PLD.N,2023-07-18 08:00:00,1.31
11781,PLD.N,2023-04-18 08:00:00,0.5
11782,PLD.N,2023-01-18 08:00:00,0.63
11783,PLD.N,2022-10-19 08:00:00,1.36
11784,PLD.N,2022-07-18 08:00:00,0.82
11785,PLD.N,2022-04-19 08:00:00,1.54
11786,PLD.N,2022-01-19 08:00:00,1.67
11787,PLD.N,2021-10-15 08:05:00,0.97
11788,PLD.N,2021-07-19 08:15:00,0.81
11789,PLD.N,2021-04-19 08:05:00,0.49
11790,PLD.N,2021-01-26 08:00:00,0.38
11791,PLD.N,2020-10-20 08:00:00,0.4
11792,PLD.N,2020-07-21 07:45:00,0.54
11793,PLD.N,2020-04-21 08:00:00,0.7
11794,PLD.N,2020-01-22 08:03:00,0.59
11795,PLD.N,2019-10-15 08:00:00,0.71
11796,PLD.N,2019-07-15 19:45:00,0.6
11797,PLD.N,2019-04-16 08:00:00,0.55
11798,PLD.N,2019-01-22 08:00:00,0.94
11799,PLD.N,2018-10-16 08:00:00,0.6
11800,PLD.N,2018-07-17 08:00:00,0.62
11801,PLD.N,2018-04-17 08:00:00,0.68
11802,PLD.N,2018-01-23 09:50:00,0.55
11803,PLD.N,2017-10-17 08:00:00,0.57
11804,PLD.N,2017-07-18 08:00:00,0.5
11805,PLD.N,2017-04-18 08:00:00,0.38
11806,PLD.N,2017-01-24 08:00:00,0.82
11807,PLD.N,2016-10-20 08:00:00,0.52
11808,PLD.N,2016-07-19 08:00:00,0.52
11809,PLD.N,2016-04-19 08:00:00,0.39
11810,PLD.N,2016-01-26 08:00:00,0.23
11811,PLD.N,2015-10-20 08:00:00,0.49
11812,PLD.N,2015-07-21 08:00:00,0.27
11813,PLD.N,2015-04-19 16:01:00,0.65
11814,PLD.N,2015-01-27 08:00:00,0.81
11815,PLD.N,2014-10-23 10:01:00,0.23
11816,PLD.N,2014-07-22 08:00:00,0.13
11817,PLD.N,2014-04-22 08:00:00,0.01
11818,PLD.N,2014-01-30 08:00:00,0.12
11819,PLD.N,2013-10-23 08:00:00,-0.02
11820,PLD.N,2013-07-24 08:00:00,0.0
11821,PLD.N,2013-04-24 08:00:00,-0.03
11822,PM.N,2024-04-23 07:05:00,1.5
11823,PM.N,2024-02-08 07:14:00,1.36
11824,PM.N,2023-10-19 07:17:00,1.67
11825,PM.N,2023-07-20 06:59:00,1.6
11826,PM.N,2023-04-20 07:26:00,1.38
11827,PM.N,2023-02-09 06:59:00,1.39
11828,PM.N,2022-10-20 06:59:00,1.53
11829,PM.N,2022-07-21 06:59:00,1.48
11830,PM.N,2022-04-21 06:59:00,1.56
11831,PM.N,2022-02-10 06:59:00,1.35
11832,PM.N,2021-10-19 06:59:00,1.58
11833,PM.N,2021-07-20 06:59:00,1.57
11834,PM.N,2021-04-20 06:59:00,1.57
11835,PM.N,2021-02-04 09:33:00,1.26
11836,PM.N,2020-10-20 06:59:00,1.42
11837,PM.N,2020-07-21 06:59:00,1.29
11838,PM.N,2020-04-21 07:01:00,1.21
11839,PM.N,2020-02-06 06:59:00,1.22
11840,PM.N,2019-10-17 06:59:00,1.43
11841,PM.N,2019-07-18 06:59:00,1.46
11842,PM.N,2019-04-18 06:59:00,1.09
11843,PM.N,2019-02-07 09:15:00,1.25
11844,PM.N,2018-10-18 06:59:00,1.44
11845,PM.N,2018-07-19 06:59:00,1.41
11846,PM.N,2018-04-19 06:59:00,1.0
11847,PM.N,2018-02-08 07:35:00,1.32
11848,PM.N,2017-10-19 07:22:00,1.27
11849,PM.N,2017-07-20 06:59:00,1.14
11850,PM.N,2017-04-20 07:14:00,0.98
11851,PM.N,2017-02-02 06:59:00,1.1
11852,PM.N,2016-10-18 07:07:00,1.25
11853,PM.N,2016-07-19 06:59:00,1.15
11854,PM.N,2016-04-19 06:52:00,0.98
11855,PM.N,2016-02-04 06:59:00,0.81
11856,PM.N,2015-10-15 06:59:00,1.24
11857,PM.N,2015-07-16 06:59:00,1.21
11858,PM.N,2015-04-16 06:59:00,1.16
11859,PM.N,2015-02-05 10:14:00,1.03
11860,PM.N,2014-10-16 07:42:00,1.39
11861,PM.N,2014-07-17 06:59:00,1.41
11862,PM.N,2014-04-17 07:06:00,1.19
11863,PM.N,2014-02-06 07:00:00,1.37
11864,PM.N,2013-10-17 06:59:00,1.44
11865,PM.N,2013-07-18 06:59:00,1.3
11866,PM.N,2013-04-18 06:59:00,1.29
11867,PM.N,2013-02-07 10:05:00,1.24
11868,PNC.N,2024-07-16 06:36:00,3.3
11869,PNC.N,2024-04-16 06:36:00,3.36
11870,PNC.N,2024-01-16 06:43:00,3.16
11871,PNC.N,2023-10-13 06:56:00,3.6
11872,PNC.N,2023-07-18 07:47:00,3.36
11873,PNC.N,2023-04-14 06:40:00,3.98
11874,PNC.N,2023-01-18 06:35:00,3.47
11875,PNC.N,2022-10-14 06:37:00,3.78
11876,PNC.N,2022-07-15 06:33:00,3.39
11877,PNC.N,2022-04-14 06:50:00,3.23
11878,PNC.N,2022-01-18 06:49:00,2.86
11879,PNC.N,2021-10-15 06:44:00,3.3
11880,PNC.N,2021-07-14 06:47:00,4.5
11881,PNC.N,2021-04-16 06:49:00,4.1
11882,PNC.N,2021-01-15 06:50:00,3.26
11883,PNC.N,2020-10-14 06:49:00,3.39
11884,PNC.N,2020-07-15 06:51:00,-1.9
11885,PNC.N,2020-04-15 06:41:00,1.95
11886,PNC.N,2020-01-15 06:47:00,2.97
11887,PNC.N,2019-10-16 06:45:00,2.94
11888,PNC.N,2019-07-17 06:40:00,2.88
11889,PNC.N,2019-04-12 06:43:00,2.61
11890,PNC.N,2019-01-16 06:55:00,2.75
11891,PNC.N,2018-10-12 06:45:00,2.82
11892,PNC.N,2018-07-13 06:55:00,2.72
11893,PNC.N,2018-04-13 07:03:00,2.43
11894,PNC.N,2018-01-12 07:00:00,2.29
11895,PNC.N,2017-10-13 06:40:00,2.16
11896,PNC.N,2017-07-14 06:38:00,2.1
11897,PNC.N,2017-04-13 06:41:00,1.96
11898,PNC.N,2017-01-13 06:33:00,1.97
11899,PNC.N,2016-10-14 06:46:00,1.84
11900,PNC.N,2016-07-15 06:34:00,1.82
11901,PNC.N,2016-04-14 06:38:00,1.68
11902,PNC.N,2016-01-15 06:31:00,1.87
11903,PNC.N,2015-10-14 06:27:00,1.9
11904,PNC.N,2015-07-15 06:34:00,1.88
11905,PNC.N,2015-04-15 06:32:00,1.75
11906,PNC.N,2015-01-16 06:51:00,1.84
11907,PNC.N,2014-10-15 06:39:00,1.79
11908,PNC.N,2014-07-16 06:37:00,1.85
11909,PNC.N,2014-04-16 06:30:00,1.82
11910,PNC.N,2014-01-16 06:33:00,1.85
11911,PNC.N,2013-10-16 06:27:00,1.79
11912,PNC.N,2013-07-17 06:42:00,1.71
11913,PNC.N,2013-04-17 06:29:00,1.78
11914,PNR.N,2024-04-23 06:58:00,0.94
11915,PNR.N,2024-01-30 06:58:00,0.87
11916,PNR.N,2023-10-24 06:58:00,0.94
11917,PNR.N,2023-07-27 06:58:00,1.03
11918,PNR.N,2023-04-27 06:55:00,0.91
11919,PNR.N,2023-01-31 06:55:00,0.82
11920,PNR.N,2022-10-25 06:55:00,0.99
11921,PNR.N,2022-07-26 06:50:00,1.02
11922,PNR.N,2022-04-21 07:01:00,0.85
11923,PNR.N,2022-02-01 06:58:00,0.87
11924,PNR.N,2021-10-26 06:58:00,0.89
11925,PNR.N,2021-07-27 06:55:00,0.84
11926,PNR.N,2021-04-22 05:55:00,0.81
11927,PNR.N,2021-01-28 06:58:00,0.7
11928,PNR.N,2020-10-20 06:55:00,0.7
11929,PNR.N,2020-07-23 06:59:00,0.59
11930,PNR.N,2020-04-30 06:59:00,0.52
11931,PNR.N,2020-01-28 06:56:00,0.68
11932,PNR.N,2019-10-23 07:00:00,0.58
11933,PNR.N,2019-07-23 07:03:00,0.69
11934,PNR.N,2019-04-17 07:04:00,0.43
11935,PNR.N,2019-01-29 07:04:00,0.6
11936,PNR.N,2018-10-23 07:19:00,0.54
11937,PNR.N,2018-07-25 07:15:00,0.71
11938,PNR.N,2018-04-19 06:45:00,0.88
11939,PNR.N,2018-01-30 07:00:00,0.93
11940,PNR.N,2017-10-24 07:00:00,0.95
11941,PNR.N,2017-07-25 07:05:00,1.0
11942,PNR.N,2017-04-25 08:09:00,0.65
11943,PNR.N,2017-01-31 07:07:00,0.78
11944,PNR.N,2016-10-25 07:05:00,0.78
11945,PNR.N,2016-07-28 07:20:00,1.11
11946,PNR.N,2016-04-26 07:06:00,0.76
11947,PNR.N,2016-02-02 07:01:00,1.13
11948,PNR.N,2015-10-20 07:00:00,0.97
11949,PNR.N,2015-07-21 07:00:00,0.96
11950,PNR.N,2015-04-21 07:00:00,0.65
11951,PNR.N,2015-02-03 07:00:00,1.06
11952,PNR.N,2014-10-21 07:00:00,1.0
11953,PNR.N,2014-07-31 07:01:00,1.04
11954,PNR.N,2014-04-22 07:04:00,0.73
11955,PNR.N,2014-01-28 11:00:00,0.86
11956,PNR.N,2013-10-22 07:02:00,0.86
11957,PNR.N,2013-07-23 10:45:00,0.92
11958,PNR.N,2013-04-23 07:00:00,0.58
11959,PNR.N,2013-01-29 18:09:00,0.47
11960,PNW.N,2024-05-02 08:01:00,0.15
11961,PNW.N,2024-02-27 08:31:00,0.0
11962,PNW.N,2023-11-02 08:40:00,3.5
11963,PNW.N,2023-08-03 08:31:00,0.94
11964,PNW.N,2023-05-04 08:40:00,-0.03
11965,PNW.N,2023-02-27 08:40:00,-0.21
11966,PNW.N,2022-11-03 08:40:00,2.88
11967,PNW.N,2022-08-03 08:40:00,1.45
11968,PNW.N,2022-05-04 08:40:00,0.15
11969,PNW.N,2022-02-25 08:49:00,0.24
11970,PNW.N,2021-11-05 08:40:00,3.0
11971,PNW.N,2021-08-05 08:37:00,1.91
11972,PNW.N,2021-05-05 08:36:00,0.32
11973,PNW.N,2021-02-24 08:37:00,-0.17
11974,PNW.N,2020-10-30 08:40:00,3.07
11975,PNW.N,2020-08-06 08:37:00,1.71
11976,PNW.N,2020-05-08 08:33:00,0.27
11977,PNW.N,2020-02-21 08:32:00,0.57
11978,PNW.N,2019-11-07 08:39:00,2.77
11979,PNW.N,2019-08-08 08:40:00,1.28
11980,PNW.N,2019-05-01 08:32:00,0.16
11981,PNW.N,2019-01-17 12:00:00,0.23
11982,PNW.N,2018-11-08 09:12:00,2.8
11983,PNW.N,2018-08-03 08:40:00,1.48
11984,PNW.N,2018-05-02 09:31:00,0.03
11985,PNW.N,2018-02-23 09:21:00,0.19
11986,PNW.N,2017-11-03 08:40:00,2.46
11987,PNW.N,2017-08-03 08:55:00,1.49
11988,PNW.N,2017-05-02 09:08:00,0.21
11989,PNW.N,2017-02-24 08:40:00,0.47
11990,PNW.N,2016-11-03 08:40:00,2.35
11991,PNW.N,2016-08-02 08:58:00,1.08
11992,PNW.N,2016-04-29 08:35:00,0.04
11993,PNW.N,2016-02-19 09:04:00,0.37
11994,PNW.N,2015-10-30 08:35:00,2.3
11995,PNW.N,2015-07-30 08:30:00,1.1
11996,PNW.N,2015-05-01 08:30:00,0.14
11997,PNW.N,2015-02-20 08:30:00,0.05
11998,PNW.N,2014-10-31 08:30:00,2.2
11999,PNW.N,2014-07-31 08:30:00,1.19
12000,PNW.N,2014-05-02 08:30:00,0.14
12001,PNW.N,2014-02-21 08:30:00,0.22
12002,PNW.N,2013-10-31 08:30:00,2.04
12003,PNW.N,2013-08-02 08:30:00,1.18
12004,PNW.N,2013-05-03 08:00:00,0.22
12005,PNW.N,2013-02-22 08:00:00,0.24
12006,PPG.N,2024-04-18 16:15:00,1.86
12007,PPG.N,2024-01-18 16:05:00,1.53
12008,PPG.N,2023-10-18 16:05:00,2.07
12009,PPG.N,2023-07-20 16:05:00,2.25
12010,PPG.N,2023-04-20 16:10:00,1.82
12011,PPG.N,2023-01-19 16:05:00,1.22
12012,PPG.N,2022-10-19 16:30:00,1.66
12013,PPG.N,2022-07-21 16:11:00,1.81
12014,PPG.N,2022-04-21 16:10:00,1.37
12015,PPG.N,2022-01-20 16:14:00,1.26
12016,PPG.N,2021-10-20 16:15:00,1.69
12017,PPG.N,2021-07-19 16:14:00,1.94
12018,PPG.N,2021-04-15 16:17:00,1.88
12019,PPG.N,2021-01-21 16:16:00,1.59
12020,PPG.N,2020-10-19 16:15:00,1.93
12021,PPG.N,2020-07-16 16:15:00,0.99
12022,PPG.N,2020-04-27 16:20:00,1.19
12023,PPG.N,2020-01-16 06:52:00,1.31
12024,PPG.N,2019-10-17 06:52:00,1.67
12025,PPG.N,2019-07-18 06:51:00,1.85
12026,PPG.N,2019-04-18 06:51:00,1.38
12027,PPG.N,2019-01-17 06:30:00,1.15
12028,PPG.N,2018-10-18 06:51:00,1.45
12029,PPG.N,2018-07-19 06:51:00,1.9
12030,PPG.N,2018-04-19 09:36:00,1.39
12031,PPG.N,2018-01-18 08:37:00,1.19
12032,PPG.N,2017-10-19 06:51:00,1.52
12033,PPG.N,2017-07-20 06:51:00,1.83
12034,PPG.N,2017-04-20 07:01:00,1.35
12035,PPG.N,2017-01-19 06:52:00,1.19
12036,PPG.N,2016-10-20 06:51:00,1.56
12037,PPG.N,2016-07-21 06:51:00,1.85
12038,PPG.N,2016-04-21 06:51:00,1.31
12039,PPG.N,2016-01-21 07:10:00,1.23
12040,PPG.N,2015-10-15 06:51:00,1.61
12041,PPG.N,2015-07-16 06:51:00,1.67
12042,PPG.N,2015-04-16 08:11:00,1.185
12043,PPG.N,2015-01-15 08:11:00,1.055
12044,PPG.N,2014-10-16 08:11:00,1.41
12045,PPG.N,2014-07-17 08:11:00,1.415
12046,PPG.N,2014-04-17 08:11:00,0.99
12047,PPG.N,2014-01-16 08:11:00,0.905
12048,PPG.N,2013-10-17 08:11:00,1.22
12049,PPG.N,2013-07-18 08:11:00,1.225
12050,PPG.N,2013-04-18 08:11:00,0.79
12051,PPG.N,2013-01-14 08:11:00,0.765
12052,PPL.N,2024-05-01 07:30:00,0.54
12053,PPL.N,2024-02-16 08:00:00,0.4
12054,PPL.N,2023-11-02 08:30:00,0.43
12055,PPL.N,2023-08-04 08:00:00,0.29
12056,PPL.N,2023-05-04 08:00:00,0.48
12057,PPL.N,2023-02-17 08:00:00,0.28
12058,PPL.N,2022-11-04 08:00:00,0.41
12059,PPL.N,2022-08-03 08:00:00,0.3
12060,PPL.N,2022-05-05 08:00:00,0.41
12061,PPL.N,2022-02-18 06:55:00,0.22
12062,PPL.N,2021-11-04 08:00:00,0.36
12063,PPL.N,2021-08-05 08:00:00,0.19
12064,PPL.N,2021-05-06 11:08:00,0.28
12065,PPL.N,2021-02-18 08:00:00,0.59
12066,PPL.N,2020-11-05 08:00:00,0.58
12067,PPL.N,2020-08-10 08:20:00,0.55
12068,PPL.N,2020-05-08 08:00:00,0.67
12069,PPL.N,2020-02-14 08:00:00,0.57
12070,PPL.N,2019-11-05 08:30:00,0.61
12071,PPL.N,2019-08-06 08:00:00,0.58
12072,PPL.N,2019-05-02 08:00:00,0.7
12073,PPL.N,2019-02-14 07:30:00,0.52
12074,PPL.N,2018-11-01 08:00:00,0.59
12075,PPL.N,2018-08-07 08:59:00,0.55
12076,PPL.N,2018-05-03 08:00:00,0.74
12077,PPL.N,2018-02-22 07:52:00,0.55
12078,PPL.N,2017-11-01 07:15:00,0.56
12079,PPL.N,2017-08-03 07:15:00,0.52
12080,PPL.N,2017-05-04 07:15:00,0.62
12081,PPL.N,2017-02-01 07:12:00,0.6
12082,PPL.N,2016-11-01 07:00:00,0.63
12083,PPL.N,2016-08-09 07:00:00,0.56
12084,PPL.N,2016-04-28 07:10:00,0.67
12085,PPL.N,2016-02-04 07:00:00,0.43
12086,PPL.N,2015-10-29 06:56:00,0.51
12087,PPL.N,2015-08-03 06:56:00,0.49
12088,PPL.N,2015-05-07 10:50:00,0.77
12089,PPL.N,2015-02-05 07:01:00,0.58
12090,PPL.N,2014-11-04 06:57:00,0.54
12091,PPL.N,2014-07-31 06:58:00,0.53
12092,PPL.N,2014-05-01 06:46:00,0.8
12093,PPL.N,2014-02-06 06:57:00,0.6
12094,PPL.N,2013-10-31 07:04:00,0.66
12095,PPL.N,2013-08-01 06:57:00,0.49
12096,PPL.N,2013-05-02 07:00:00,0.71
12097,PPL.N,2013-02-14 07:15:00,0.49
12098,PRU.N,2024-04-30 16:18:00,3.12
12099,PRU.N,2024-02-06 16:18:00,2.58
12100,PRU.N,2023-11-01 16:18:00,3.44
12101,PRU.N,2023-08-01 16:18:00,2.94
12102,PRU.N,2023-05-02 16:18:00,2.66
12103,PRU.N,2023-02-07 16:20:00,2.42
